5248,49,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,29,47,44,20,16,33,39,36,17,4,19,27,6,40,21,10,15,46,43,42,14,2,45,37,41,25,11,18,8
5422,49,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,29,47,44,20,16,33,17,36,4,19,27,6,40,21,10,15,46,43,42,14,2,37,45,38,8,18,11,41,25
5520,50,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,29,47,44,20,16,33,39,36,17,4,19,27,6,40,21,10,15,46,43,42,14,2,37,45,38,8,18,11,41,25
5465,49,0,25,41,11,18,8,38,45,37,2,14,42,43,46,15,10,21,40,6,27,19,4,17,36,39,33,16,20,44,47,29,3,35,12,13,7,22,23,1,24,9,49,32,48,5,34,31,26,28
5446,49,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,12,35,3,29,47,44,20,16,33,39,36,17,4,19,27,6,40,21,10,15,46,43,42,14,2,37,45,38,8,18,11,41,25
5495,49,0,28,26,31,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,29,47,44,20,16,33,39,36,17,4,19,27,6,40,21,10,15,46,43,42,14,2,37,45,38,8,18,11,41,25
5369,48,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,47,44,20,16,33,17,36,4,19,27,6,40,21,10,15,46,43,42,14,2,37,45,38,8,18,11,41,25
5440,49,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,29,47,44,20,16,33,39,36,17,4,27,6,40,21,10,15,46,43,42,14,2,37,45,38,8,18,11,41,25
4343,36,0,28,5,48,34,30,9,49,1,23,35,3,47,44,16,33,39,36,4,19,6,40,21,10,46,15,42,14,2,45,37,41,25,11,18,8
5221,39,0,25,41,11,8,38,45,37,42,43,46,10,40,21,27,19,4,17,36,39,33,16,20,44,47,29,35,22,23,24,32,49,9,30,34,48,31,26,28
5503,49,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,29,47,44,20,16,33,39,36,17,4,19,27,6,40,21,10,15,46,43,14,2,37,45,38,8,18,11,41,25
5516,49,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,29,47,44,20,16,33,39,36,17,4,19,27,6,40,21,10,15,46,43,42,14,2,37,45,38,8,11,41,25
5414,47,0,25,41,11,18,8,38,45,37,2,14,42,43,46,15,10,21,6,27,19,4,17,36,39,33,16,20,44,47,29,3,35,12,13,7,22,23,1,24,9,32,48,5,34,31,26,28
5450,49,0,25,41,11,18,8,38,45,37,2,14,42,43,46,15,10,21,40,6,27,19,4,36,39,33,16,20,44,47,29,3,35,12,13,7,22,23,1,24,32,49,9,30,34,48,5,31,26,28
5514,49,0,25,41,11,18,8,38,45,37,2,14,42,43,46,15,10,21,40,6,27,19,4,17,36,39,33,16,20,44,47,29,3,35,12,13,7,22,23,1,24,32,49,9,30,48,5,31,26,28
5519,49,0,25,41,11,18,8,38,45,37,2,14,42,43,46,15,10,21,40,6,27,19,4,17,36,39,16,20,44,47,29,3,35,12,13,7,22,23,1,24,32,49,9,30,34,48,5,31,26,28
5223,49,0,28,26,31,5,48,34,30,9,49,32,24,1,23,22,7,13,12,35,3,29,47,44,16,33,39,36,17,4,19,27,6,40,21,10,15,46,43,42,14,2,37,45,38,8,18,11,41,25
5458,47,0,25,11,18,8,38,45,37,14,42,43,46,10,21,40,6,27,19,4,17,36,39,33,16,20,44,47,29,3,35,12,13,7,22,23,1,24,32,49,9,30,34,48,5,31,26,28
5491,49,0,25,41,11,18,8,38,45,37,2,14,42,43,46,15,10,21,40,6,27,19,4,17,36,39,33,16,20,44,47,29,3,35,12,13,7,22,23,1,24,32,49,9,30,34,5,31,26,28
