5026,49,0,4,20,40,43,1,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,41,34,7,14,46,19,26,45,11,13,3,21,39,23,16,32,49,10,47,37,35,8,24,48,9,18,44
5004,49,0,44,18,9,48,24,8,35,37,47,10,49,32,16,23,39,21,29,13,11,45,26,19,46,14,7,34,41,42,25,36,15,28,31,27,33,6,30,12,5,38,2,22,17,1,43,40,20,4
4934,47,0,44,18,9,48,24,8,35,37,47,10,49,32,16,23,39,21,11,45,26,19,46,14,7,34,41,42,25,36,15,28,31,27,33,6,30,12,5,38,2,22,17,1,43,40,20,4
5026,49,0,4,20,40,43,1,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,41,34,7,14,46,19,26,45,11,13,29,3,21,39,23,16,32,49,10,47,37,35,8,24,48,9,18
4888,49,0,4,20,40,43,1,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,41,34,7,46,19,26,45,11,13,29,3,21,39,23,16,32,49,10,47,37,35,8,24,48,9,18,44
5027,50,0,44,18,9,48,24,8,35,37,47,10,49,32,16,23,39,21,3,29,13,11,45,26,19,46,14,7,34,41,42,25,36,15,28,31,27,33,6,30,12,5,38,2,22,17,1,43,40,20,4
5009,49,0,4,20,40,43,1,17,22,2,38,5,12,6,33,27,31,28,15,36,25,42,41,34,7,14,46,19,26,45,11,13,29,3,21,39,23,16,32,49,10,47,37,35,8,24,48,9,18,44
3694,33,0,4,40,43,1,12,30,6,33,36,15,41,42,19,26,45,11,29,3,21,39,23,32,49,16,47,37,35,24,48,9,18,44
4564,37,0,44,18,9,48,24,35,37,47,16,49,32,23,39,21,29,13,34,11,45,26,46,14,42,41,25,31,28,36,33,27,38,30,20,43,40,4
4981,49,0,4,20,40,43,1,17,22,2,38,5,12,30,6,27,31,28,15,36,25,42,41,34,7,14,46,19,26,45,11,13,29,3,21,39,23,16,32,49,10,47,37,35,8,24,48,9,18,44
4999,48,0,44,18,9,48,24,8,35,37,47,10,49,32,16,23,39,21,13,11,45,26,19,46,14,7,34,41,42,25,36,15,28,31,27,33,6,30,12,5,38,2,22,17,1,43,40,20,4
4987,49,0,44,18,9,48,24,8,35,37,47,10,32,16,23,39,21,3,29,13,11,45,26,19,46,14,7,34,41,42,25,36,15,28,31,27,33,6,30,12,5,38,2,22,17,1,43,40,20,4
4830,47,0,4,20,43,40,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,41,34,7,46,19,26,45,11,13,29,3,21,39,16,32,49,10,47,37,35,8,24,48,9,18,44
4854,48,0,4,20,40,43,1,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,41,34,7,46,19,26,45,11,13,29,3,21,39,23,32,49,16,47,37,35,8,24,48,9,18,44
4993,49,0,4,20,40,43,1,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,41,34,7,14,46,19,26,45,11,13,29,3,21,39,23,32,49,16,47,37,35,8,24,48,9,18,44
5026,49,0,4,20,40,43,1,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,41,34,7,14,46,19,26,45,11,13,29,3,21,39,23,16,49,10,47,37,35,8,24,48,9,18,44
4982,49,0,4,20,40,43,1,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,34,7,14,46,19,26,45,11,13,29,3,21,39,23,16,32,49,10,47,37,35,8,24,48,9,18,44
5023,49,0,4,20,40,1,17,22,2,38,5,12,30,6,33,27,31,28,15,36,25,42,41,34,7,14,46,19,26,45,11,13,29,3,21,39,23,16,32,49,10,47,37,35,8,24,48,9,18,44
