5391,49,0,24,13,43,31,28,45,41,18,4,42,37,33,5,11,14,12,1,39,21,7,46,30,16,29,49,38,9,17,27,34,2,44,15,36,48,23,47,10,35,8,25,32,6,26,40,20,19,3
5397,50,0,24,13,43,31,28,45,41,18,4,42,37,33,5,11,14,12,1,39,21,7,46,30,16,29,49,38,9,17,27,34,2,44,15,36,48,23,47,10,22,35,8,25,32,6,26,40,20,19,3
5383,49,0,3,19,20,40,26,6,32,25,8,35,22,10,47,23,48,36,15,44,2,34,27,17,9,38,49,29,16,30,46,7,21,39,1,12,11,5,33,37,42,4,18,41,45,28,31,43,13,24
4025,36,0,3,19,20,6,32,47,23,10,22,49,36,15,44,17,9,30,16,21,7,39,1,12,14,11,5,37,42,4,18,28,45,13,43,35,8
5195,38,0,19,20,40,26,6,32,25,35,22,47,23,48,36,44,34,27,17,38,49,29,30,46,21,39,12,11,33,37,42,4,18,41,45,28,31,43,24
5396,49,0,3,19,20,40,26,6,25,8,35,22,10,47,23,48,36,15,44,2,34,27,17,9,38,49,29,16,30,46,7,21,39,1,12,14,11,5,33,37,42,4,18,41,45,28,31,43,13,24
5379,49,0,3,19,20,40,26,6,32,25,8,35,22,10,47,23,36,15,44,2,34,27,17,9,38,49,29,16,30,46,7,21,39,1,12,14,11,5,33,37,42,4,18,41,45,28,31,43,13,24
5334,49,0,3,19,20,40,26,6,32,25,8,35,22,10,47,23,48,36,15,44,2,34,27,17,9,38,29,16,30,46,7,21,39,1,12,14,11,5,33,37,42,4,18,41,45,28,31,43,13,24
5107,47,0,24,13,43,31,28,45,41,18,4,42,37,33,5,11,14,12,1,39,7,21,16,30,29,38,9,17,27,34,2,15,36,48,23,47,10,22,35,8,25,32,6,26,40,20,19,3
5397,49,0,24,13,43,31,28,45,41,18,4,42,37,33,5,11,14,12,1,39,21,7,46,30,16,29,49,38,9,17,27,34,2,44,15,36,48,23,47,22,35,8,25,32,6,26,40,20,19,3
5216,49,0,24,13,43,45,28,31,18,4,42,37,33,5,11,14,12,1,39,21,7,46,30,16,29,49,38,9,17,27,34,2,44,15,36,48,23,47,10,22,35,8,25,32,6,26,40,20,19,3
