6179,50,0,31,37,18,41,13,4,23,20,21,28,12,33,34,3,24,46,32,43,29,9,40,1,36,19,22,10,17,48,42,14,8,5,7,38,35,25,30,44,16,45,26,6,15,47,11,27,39,2,49
6172,49,0,31,37,18,41,13,4,23,20,21,28,12,33,34,3,24,46,32,43,29,9,40,1,36,19,22,10,17,48,42,14,8,5,7,38,35,25,30,44,16,45,26,6,15,11,27,39,2,49
6168,49,0,49,2,39,27,11,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,21,20,4,13,41,18,37,31
6018,49,0,31,37,18,30,25,35,38,13,41,23,4,20,21,28,12,33,34,3,24,46,32,43,29,9,40,1,36,19,22,10,17,48,42,14,8,5,45,26,16,44,6,15,47,11,27,39,2,49
6168,49,0,49,2,39,27,11,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,20,23,4,13,41,18,37,31
6027,49,0,49,2,39,27,11,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,21,20,23,4,13,41,18,31
6056,48,0,31,37,18,41,13,4,23,20,21,28,12,33,34,24,46,32,43,29,9,40,1,36,19,22,10,17,48,42,14,8,5,7,38,35,25,30,44,16,45,26,6,15,11,27,39,2,49
6063,49,0,49,2,39,27,11,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,34,33,12,28,21,20,23,4,13,41,18,37,31
6106,49,0,31,37,18,41,13,4,23,20,21,28,12,33,34,3,24,46,32,43,29,9,40,1,36,22,10,17,48,42,14,8,5,7,38,35,25,30,44,16,45,26,6,15,47,11,27,39,2,49
6172,48,0,31,37,18,41,13,4,23,20,21,28,12,33,34,3,24,46,32,43,29,9,40,1,36,19,22,10,17,48,42,14,8,5,7,38,35,25,30,44,16,45,26,6,15,11,39,2,49
6179,49,0,49,2,39,11,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,21,20,23,4,13,41,18,37,31
4654,31,0,49,2,39,47,15,6,26,45,44,30,25,18,37,23,4,40,1,36,14,42,48,17,22,9,43,32,34,33,21,20
4845,34,0,31,18,41,37,20,28,33,34,24,46,32,43,29,40,36,22,48,42,14,8,38,35,25,30,44,16,45,26,6,47,27,39,49
6179,49,0,31,37,18,41,13,4,23,20,21,28,12,33,34,3,24,46,32,29,9,40,1,36,19,22,10,17,48,42,14,8,5,7,38,35,25,30,44,16,45,26,6,15,47,11,27,39,2,49
