6179,50,0,31,37,18,41,13,4,23,20,21,28,12,33,34,3,24,46,32,43,29,9,40,1,36,19,22,10,17,48,42,14,8,5,7,38,35,25,30,44,16,45,26,6,15,47,11,27,39,2,49
6168,49,0,49,2,39,27,11,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,21,20,4,13,41,18,37,31
5930,49,0,49,2,39,27,11,47,15,6,26,45,16,44,30,25,35,38,7,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,21,20,23,4,13,41,18,37,31
6077,49,0,31,37,18,41,23,4,20,21,28,12,33,34,3,24,46,32,43,29,9,40,1,36,19,22,10,17,48,42,14,8,5,7,38,35,25,30,44,16,45,26,6,15,47,11,27,39,2,49
6071,48,0,49,2,39,27,11,47,15,6,26,45,16,44,30,25,35,7,5,8,14,42,48,22,17,10,9,40,1,36,38,13,41,23,4,3,46,43,32,24,34,33,12,28,21,20,37,18,31
6061,47,0,31,37,18,41,23,4,20,21,28,12,33,34,3,24,46,43,29,9,40,1,36,19,22,10,17,48,14,8,5,7,38,35,25,30,44,16,45,26,6,15,47,11,27,39,2,49
4496,30,0,28,21,4,23,41,13,1,40,46,32,43,29,22,17,48,42,35,25,30,44,45,26,6,15,47,11,39,2,49
4789,29,0,49,39,27,47,6,26,45,44,30,35,38,36,19,42,48,17,29,43,32,46,40,34,33,12,28,4,41,37
6162,49,0,49,39,27,11,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,21,20,23,4,13,41,18,37,31
6180,49,0,49,2,39,27,11,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,21,20,23,4,13,41,18,37,31
6161,49,0,49,2,39,27,47,15,6,26,45,16,44,30,25,35,38,7,5,8,14,42,48,17,10,22,19,36,1,40,9,29,43,32,46,24,3,34,33,12,28,21,20,23,4,13,41,18,37,31
